"","db","Released.Info","Actual","Open","High","Low","Close","CC_Delta","CL_Delta","HC_Delta"
"6451","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-28 22:00:00,"116",1.0599,1.0686,1.0564,1.0614,36.0000000000005,-48.999999999999,40
"6452","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-25 22:00:00,"116",1.0554,1.0627,1.0539,1.0589,24.9999999999995,-24.9999999999995,97.0000000000004
"6453","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-24 22:00:00,"116",1.0553,1.0585,1.0518,1.0554,35.0000000000006,-14.9999999999983,73.0000000000008
"6454","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-23 22:00:00,"116",1.0627,1.0644,1.0526,1.0553,0.99999999999989,-34.9999999999984,32.0000000000009
"6455","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-22 22:00:00,"116",1.0629,1.0658,1.0584,1.0627,-74.0000000000007,-101,17.0000000000003
"6456","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-21 22:00:00,"118",1.0593,1.0649,1.0579,1.063,-2.99999999999967,-45.9999999999994,28.0000000000014
"6457","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-18 22:00:00,"118",1.0626,1.0643,1.0569,1.0588,41.9999999999998,-8.99999999999901,60.9999999999999
"6458","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-17 22:00:00,"118",1.0691,1.0746,1.062,1.0626,-38.0000000000003,-57.0000000000004,17.0000000000003
"6459","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-16 22:00:00,"118",1.0722,1.076,1.0666,1.0691,-64.9999999999995,-70.9999999999988,55.0000000000006
"6460","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-15 22:00:00,"118",1.0737,1.0816,1.0714,1.0722,-31.000000000001,-56.0000000000005,38.0000000000003
"6461","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-14 22:00:00,"118",1.0851,1.0853,1.0709,1.0737,-15.0000000000006,-23.0000000000019,78.999999999998
"6462","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-11 22:00:00,"118",1.0893,1.0923,1.083,1.0855,-117.999999999998,-145.999999999999,-1.99999999999978
"6463","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-10 22:00:00,"118",1.091,1.0954,1.0865,1.0893,-38.0000000000003,-62.9999999999997,30.0000000000011
"6464","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-09 22:00:00,"118",1.1026,1.13,1.0907,1.091,-17.0000000000003,-44.9999999999995,43.9999999999996
"6465","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-08 22:00:00,"118",1.1041,1.1067,1.1009,1.1026,-116.000000000001,-119,273.999999999999
"6466","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-07 22:00:00,"114",1.1137,1.1145,1.1028,1.1041,-15.0000000000006,-32.0000000000009,25.9999999999994
"6467","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-04 23:00:00,"114",1.1105,1.1142,1.108,1.1141,-100,-113.000000000001,3.99999999999956
"6468","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-03 23:00:00,"114",1.1098,1.1126,1.106,1.1105,36.0000000000005,-24.9999999999995,37.0000000000004
"6469","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-02 23:00:00,"114",1.1055,1.1123,1.105,1.1098,7.00000000000145,-37.999999999998,28.0000000000014
"6470","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-11-01 23:00:00,"114",1.0981,1.1069,1.096,1.1055,42.9999999999997,-4.99999999999945,68.0000000000014
"6471","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-31 23:00:00,"114",1.0975,1.0995,1.0936,1.0981,73.9999999999985,-20.9999999999999,87.9999999999992
"6472","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-28 23:00:00,"114",1.0897,1.0992,1.0893,1.0985,-3.99999999999956,-49.0000000000013,9.9999999999989
"6473","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-27 23:00:00,"114",1.0908,1.0942,1.0883,1.0897,88.0000000000014,-3.99999999999956,95.0000000000006
"6474","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-26 23:00:00,"114",1.0889,1.0946,1.0875,1.0908,-11.000000000001,-24.9999999999995,34.0000000000007
"6475","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-25 23:00:00,"114",1.0882,1.0905,1.0851,1.0889,19.0000000000001,-14.0000000000007,57.0000000000004
"6476","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-24 23:00:00,"114",1.0879,1.09,1.086,1.0882,6.99999999999923,-31.000000000001,22.9999999999997
"6477","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-21 23:00:00,"118",1.0929,1.093,1.0859,1.0884,-1.99999999999978,-23.9999999999996,16.0000000000005
"6478","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-20 23:00:00,"118",1.0974,1.1039,1.0916,1.0929,-44.9999999999995,-69.9999999999989,0.99999999999989
"6479","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-19 23:00:00,"118",1.0981,1.1005,1.0955,1.0974,-44.9999999999995,-58.0000000000003,65.0000000000017
"6480","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-18 23:00:00,"118",1.1,1.1026,1.097,1.0981,-7.00000000000145,-26.0000000000016,23.9999999999996
"6481","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-17 23:00:00,"118",1.0979,1.1008,1.0964,1.1,-19.0000000000001,-30.0000000000011,25.9999999999994
"6482","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-14 23:00:00,"118",1.1056,1.1058,1.0971,1.0972,28.0000000000014,-7.99999999999912,36.0000000000005
"6483","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-13 23:00:00,"118",1.1007,1.1058,1.0985,1.1056,-83.9999999999996,-84.9999999999995,1.99999999999978
"6484","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-12 23:00:00,"118",1.1054,1.1068,1.1005,1.1007,48.999999999999,-21.9999999999998,50.9999999999988
"6485","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-11 23:00:00,"118",1.1139,1.1142,1.1049,1.1054,-46.9999999999993,-48.999999999999,14.0000000000007
"6486","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-10 23:00:00,"118",1.1194,1.121,1.1132,1.1139,-84.9999999999995,-89.999999999999,3.00000000000189
"6487","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-07 23:00:00,"118",1.1151,1.1205,1.1104,1.1201,-62.0000000000021,-69.0000000000013,8.99999999999901
"6488","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-06 23:00:00,"118",1.1205,1.1213,1.114,1.1151,50.0000000000012,-46.9999999999993,54.0000000000007
"6489","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-05 23:00:00,"118",1.1204,1.1233,1.119,1.1205,-54.0000000000007,-64.9999999999995,7.99999999999912
"6490","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-04 23:00:00,"118",1.1211,1.1239,1.1138,1.1204,0.99999999999989,-14.0000000000007,28.999999999999
"6491","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-10-03 23:00:00,"118",1.1236,1.1244,1.1205,1.1211,-6.99999999999923,-73.0000000000008,27.9999999999991
"6492","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-30 23:00:00,"121",1.1222,1.1251,1.1153,1.1235,-23.9999999999996,-29.9999999999989,9.00000000000123
"6493","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-29 23:00:00,"121",1.1217,1.125,1.1197,1.1222,12.9999999999986,-69.0000000000013,28.999999999999
"6494","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-28 23:00:00,"121",1.1214,1.1237,1.1182,1.1217,5.00000000000167,-20,33.0000000000008
"6495","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-27 23:00:00,"121",1.1254,1.1259,1.1191,1.1215,1.99999999999978,-32.9999999999986,21.9999999999998
"6496","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-26 23:00:00,"116",1.1232,1.1279,1.1221,1.1254,-39.0000000000001,-62.9999999999997,4.99999999999945
"6497","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-23 23:00:00,"116",1.1208,1.1241,1.1194,1.1226,27.9999999999991,-4.99999999999945,52.9999999999986
"6498","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-22 23:00:00,"116",1.1189,1.1257,1.1185,1.1208,18.0000000000002,-14.0000000000007,33.0000000000008
"6499","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-21 23:00:00,"116",1.1151,1.1197,1.1123,1.1189,19.0000000000001,-3.99999999999956,67.9999999999992
"6500","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-20 23:00:00,"116",1.1175,1.1213,1.115,1.1151,38.0000000000003,-27.9999999999991,45.9999999999994
"6501","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-19 23:00:00,"118",1.1165,1.1198,1.1149,1.1175,-23.9999999999996,-24.9999999999995,38.0000000000003
"6502","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-16 23:00:00,"118",1.1244,1.125,1.115,1.1155,20,-5.99999999999934,42.9999999999997
"6503","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-15 23:00:00,"118",1.125,1.1284,1.1219,1.1244,-89.0000000000013,-94.0000000000008,5.99999999999934
"6504","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-14 23:00:00,"118",1.122,1.1274,1.1211,1.125,-5.99999999999934,-31.000000000001,34.0000000000007
"6505","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-13 23:00:00,"118",1.1235,1.126,1.1204,1.122,29.9999999999989,-9.00000000000123,53.9999999999985
"6506","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-12 23:00:00,"114",1.1231,1.1268,1.1211,1.1235,-14.9999999999983,-30.9999999999988,24.9999999999995
"6507","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-09 23:00:00,"114",1.126,1.1285,1.1199,1.1233,1.99999999999978,-21.9999999999998,35.0000000000006
"6508","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-08 23:00:00,"114",1.1239,1.1327,1.1235,1.126,-26.9999999999992,-60.9999999999999,25.0000000000017
"6509","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-07 23:00:00,"114",1.1255,1.1271,1.1229,1.1239,20.9999999999999,-3.99999999999956,88.0000000000014
"6510","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-06 23:00:00,"114",1.1147,1.1263,1.1141,1.1255,-16.0000000000005,-25.9999999999994,16.0000000000005
"6511","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-05 23:00:00,"118",1.1152,1.1182,1.1139,1.1147,107.999999999999,-5.99999999999934,116.000000000001
"6512","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-02 23:00:00,"118",1.1197,1.1252,1.1151,1.1156,-8.99999999999901,-17.0000000000003,26.0000000000016
"6513","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-09-01 23:00:00,"118",1.1158,1.1205,1.1128,1.1197,-40.9999999999999,-45.9999999999994,55.0000000000006
"6514","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-31 23:00:00,"118",1.1143,1.1165,1.1123,1.1158,39.0000000000001,-29.9999999999989,47.0000000000015
"6515","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-30 23:00:00,"118",1.1189,1.1192,1.1132,1.1143,14.9999999999983,-20,21.9999999999998
"6516","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-29 23:00:00,"122",1.1196,1.1208,1.1158,1.1189,-45.9999999999994,-57.0000000000004,2.99999999999967
"6517","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-26 23:00:00,"122",1.1285,1.1341,1.1181,1.1198,-8.99999999999901,-40,10.0000000000011
"6518","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-25 23:00:00,"122",1.1264,1.1298,1.1259,1.1285,-87.0000000000015,-104,56.0000000000005
"6519","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-24 23:00:00,"122",1.1305,1.1312,1.1245,1.1264,20.9999999999999,-5.00000000000167,33.9999999999985
"6520","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-23 23:00:00,"122",1.132,1.1355,1.1303,1.1305,-40.9999999999999,-60.0000000000001,6.99999999999923
"6521","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-22 23:00:00,"118",1.1304,1.1334,1.1271,1.132,-14.9999999999983,-16.9999999999981,35.0000000000006
"6522","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-19 23:00:00,"118",1.1354,1.136,1.1304,1.1325,-5.00000000000167,-54.0000000000007,8.99999999999901
"6523","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-18 23:00:00,"118",1.1289,1.1366,1.1286,1.1354,-28.999999999999,-49.9999999999989,5.99999999999934
"6524","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-17 23:00:00,"118",1.1279,1.1316,1.1242,1.1289,64.9999999999995,-2.99999999999967,77.0000000000004
"6525","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-16 23:00:00,"118",1.1184,1.1323,1.1178,1.1279,10.0000000000011,-36.9999999999981,37.0000000000004
"6526","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-15 23:00:00,"115",1.1168,1.1204,1.1154,1.1184,94.9999999999984,-6.00000000000156,139
"6527","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-12 23:00:00,"115",1.1137,1.1221,1.1131,1.1162,21.9999999999998,-8.00000000000134,41.9999999999998
"6528","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-11 23:00:00,"115",1.1176,1.1192,1.1136,1.1137,25.0000000000017,-5.99999999999934,84.0000000000018
"6529","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-10 23:00:00,"115",1.1117,1.119,1.1113,1.1176,-39.0000000000001,-40,16.0000000000005
"6530","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-09 23:00:00,"115",1.1088,1.1123,1.1071,1.1117,59.0000000000002,-3.99999999999956,73.0000000000008
"6531","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-08 23:00:00,"118",1.1088,1.1105,1.1072,1.1088,28.999999999999,-17.0000000000003,35.0000000000006
"6532","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-05 23:00:00,"118",1.113,1.1161,1.1046,1.1086,1.99999999999978,-14.0000000000007,19.0000000000001
"6533","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-04 23:00:00,"118",1.1149,1.1156,1.1114,1.113,-43.9999999999996,-83.9999999999996,31.000000000001
"6534","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-03 23:00:00,"118",1.1224,1.1227,1.1141,1.1149,-19.0000000000001,-35.0000000000006,6.99999999999923
"6535","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-02 23:00:00,"118",1.1163,1.1234,1.1159,1.1224,-75.0000000000006,-82.9999999999997,2.99999999999967
"6536","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-08-01 23:00:00,"116",1.1177,1.1184,1.1155,1.1163,60.9999999999999,-4.00000000000178,70.9999999999988
"6537","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-29 23:00:00,"116",1.1077,1.1197,1.1073,1.1174,-10.9999999999988,-19.0000000000001,10.0000000000011
"6538","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-28 23:00:00,"116",1.1059,1.1119,1.1053,1.1077,97.0000000000004,-3.99999999999956,120
"6539","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-27 23:00:00,"116",1.0986,1.1065,1.0961,1.1058,19.0000000000001,-4.99999999999945,61.0000000000022
"6540","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-26 23:00:00,"116",1.0995,1.103,1.0978,1.0986,71.9999999999987,-24.9999999999995,79.0000000000002
"6541","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-25 23:00:00,"115",1.097,1.0999,1.0952,1.0995,-8.99999999999901,-16.9999999999981,35.0000000000006
"6542","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-22 23:00:00,"115",1.1026,1.1041,1.0956,1.0977,18.0000000000002,-24.9999999999995,22.000000000002
"6543","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-21 23:00:00,"115",1.1015,1.106,1.098,1.1026,-49.0000000000013,-70.0000000000012,15.0000000000006
"6544","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-20 23:00:00,"115",1.1021,1.103,1.0982,1.1015,11.000000000001,-34.9999999999984,45.0000000000017
"6545","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-19 23:00:00,"115",1.1075,1.1081,1.1,1.1021,-6.00000000000156,-39.0000000000001,8.99999999999901
"6546","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-18 23:00:00,"115",1.1043,1.1084,1.1038,1.1075,-53.9999999999985,-74.9999999999984,6.00000000000156
"6547","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-15 23:00:00,"115",1.112,1.1149,1.1025,1.1035,40,2.99999999999967,49.0000000000013
"6548","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-14 23:00:00,"115",1.109,1.1165,1.1088,1.112,-85.0000000000017,-95.0000000000006,28.999999999999
"6549","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-13 23:00:00,"115",1.1061,1.112,1.1042,1.109,30.0000000000011,-1.99999999999978,75.0000000000006
"6550","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-12 23:00:00,"115",1.1058,1.1126,1.1052,1.1061,28.999999999999,-19.0000000000001,59.0000000000002
"6551","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-11 23:00:00,"116",1.1051,1.1075,1.1016,1.1058,3.00000000000189,-5.99999999999934,68.0000000000014
"6552","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-08 23:00:00,"116",1.1063,1.112,1.1002,1.1051,6.99999999999923,-35.0000000000006,23.9999999999996
"6553","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-07 23:00:00,"116",1.11,1.1107,1.1053,1.1063,-12.0000000000009,-60.9999999999999,57.0000000000004
"6554","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-06 23:00:00,"116",1.1076,1.1112,1.1029,1.11,-37.0000000000004,-47.0000000000015,6.99999999999923
"6555","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-05 23:00:00,"116",1.1154,1.1186,1.1062,1.1076,24.0000000000018,-46.9999999999993,36.0000000000005
"6556","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-04 23:00:00,"117",1.1143,1.116,1.1098,1.1154,-78.0000000000003,-91.9999999999987,32.0000000000009
"6557","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-07-01 23:00:00,"117",1.1106,1.1169,1.1072,1.1136,18.0000000000002,-38.0000000000003,24.0000000000018
"6558","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-30 23:00:00,"117",1.1125,1.1155,1.1024,1.1106,29.9999999999989,-34.0000000000007,62.9999999999997
"6559","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-29 23:00:00,"117",1.1065,1.113,1.1049,1.1125,-19.0000000000001,-101,29.9999999999989
"6560","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-28 23:00:00,"117",1.1025,1.1112,1.101,1.1065,60.0000000000001,-16.0000000000005,64.9999999999995
"6561","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-27 23:00:00,"119",1.1072,1.1084,1.0971,1.1025,40,-15.0000000000006,86.9999999999993
"6562","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-24 23:00:00,"119",1.1385,1.1428,1.0913,1.1117,-91.9999999999987,-145.999999999999,-32.9999999999986
"6563","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-23 23:00:00,"119",1.1296,1.1421,1.1296,1.1385,-268.000000000002,-472.000000000001,42.9999999999997
"6564","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-22 23:00:00,"119",1.1242,1.1338,1.1237,1.1296,89.0000000000013,0,125
"6565","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-21 23:00:00,"119",1.1314,1.135,1.1242,1.1242,53.9999999999985,-5.00000000000167,95.9999999999983
"6566","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-20 23:00:00,"116",1.1281,1.1382,1.1281,1.1314,-71.9999999999987,-71.9999999999987,36.0000000000005
"6567","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-17 23:00:00,"116",1.1225,1.1296,1.1223,1.1277,37.0000000000004,4.00000000000178,105.000000000002
"6568","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-16 23:00:00,"116",1.126,1.1295,1.1131,1.1225,51.9999999999987,-1.99999999999978,70.9999999999988
"6569","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-15 23:00:00,"116",1.1207,1.1298,1.119,1.126,-34.9999999999984,-128.999999999999,35.0000000000006
"6570","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-14 23:00:00,"117",1.1292,1.1298,1.1189,1.1207,52.9999999999986,-17.0000000000003,90.9999999999989
"6571","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-13 23:00:00,"117",1.126,1.1303,1.1232,1.1292,-84.9999999999995,-103,5.99999999999934
"6572","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-10 23:00:00,"117",1.1316,1.1321,1.1246,1.1251,40.9999999999999,-19.0000000000001,52.0000000000009
"6573","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-09 23:00:00,"117",1.1395,1.1416,1.1306,1.1316,-64.9999999999995,-69.9999999999989,5.00000000000167
"6574","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-08 23:00:00,"117",1.1358,1.1411,1.1355,1.1395,-79.0000000000002,-88.9999999999991,20.9999999999999
"6575","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-07 23:00:00,"117",1.1355,1.1381,1.1339,1.1358,37.0000000000004,-2.99999999999967,53.0000000000008
"6576","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-06 23:00:00,"113",1.1351,1.1393,1.1326,1.1355,2.99999999999967,-16.0000000000005,25.9999999999994
"6577","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-03 23:00:00,"113",1.1151,1.1374,1.1137,1.1367,-12.0000000000009,-40.9999999999999,25.9999999999994
"6578","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-02 23:00:00,"113",1.1188,1.122,1.1145,1.1151,216.000000000001,-14.0000000000007,223
"6579","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-06-01 23:00:00,"113",1.1132,1.1194,1.1114,1.1188,-37.0000000000004,-42.9999999999997,32.0000000000009
"6580","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-31 23:00:00,"113",1.1138,1.1173,1.1122,1.1132,56.0000000000005,-18.0000000000002,61.9999999999998
"6581","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-30 23:00:00,"116",1.1117,1.1145,1.1098,1.1138,-5.99999999999934,-15.9999999999982,35.0000000000006
"6582","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-27 23:00:00,"116",1.1194,1.1201,1.1111,1.1115,22.9999999999997,-17.0000000000003,30.0000000000011
"6583","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-26 23:00:00,"116",1.1155,1.1217,1.115,1.1194,-79.0000000000002,-82.9999999999997,7.00000000000145
"6584","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-25 23:00:00,"116",1.1141,1.1167,1.1129,1.1155,39.0000000000001,-4.99999999999945,61.9999999999998
"6585","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-24 23:00:00,"116",1.122,1.1227,1.1133,1.1141,13.9999999999985,-12.0000000000009,25.9999999999994
"6586","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-23 23:00:00,"115",1.1217,1.1243,1.1188,1.122,-79.0000000000002,-87.0000000000015,6.99999999999923
"6587","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-20 23:00:00,"115",1.1203,1.1237,1.1196,1.1224,-3.99999999999956,-36.0000000000005,19.0000000000001
"6588","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-19 23:00:00,"115",1.1216,1.123,1.118,1.1203,20.9999999999999,-7.00000000000145,33.9999999999985
"6589","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-18 23:00:00,"115",1.1313,1.1316,1.1214,1.1216,-12.9999999999986,-35.9999999999983,14.0000000000007
"6590","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-17 23:00:00,"115",1.1321,1.1349,1.1302,1.1313,-97.0000000000004,-99.0000000000002,2.99999999999967
"6591","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-16 23:00:00,"114",1.1307,1.1342,1.1302,1.1321,-8.00000000000134,-19.0000000000001,27.9999999999991
"6592","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-13 23:00:00,"114",1.1377,1.138,1.1283,1.1309,12.0000000000009,-6.99999999999923,33.0000000000008
"6593","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-12 23:00:00,"114",1.1426,1.1429,1.1371,1.1377,-67.9999999999992,-93.9999999999985,2.99999999999967
"6594","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-11 23:00:00,"114",1.1372,1.1447,1.1369,1.1426,-49.0000000000013,-55.0000000000006,2.99999999999967
"6595","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-10 23:00:00,"114",1.1383,1.141,1.1359,1.1372,54.0000000000007,-2.99999999999967,75.0000000000006
"6596","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-09 23:00:00,"114",1.1402,1.142,1.1376,1.1383,-11.000000000001,-24.0000000000018,26.9999999999992
"6597","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-06 23:00:00,"114",1.1405,1.1479,1.1387,1.1404,-20.9999999999999,-28.0000000000014,15.9999999999982
"6598","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-05 23:00:00,"114",1.1487,1.1494,1.1386,1.1405,-0.99999999999989,-18.0000000000002,73.9999999999985
"6599","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-04 23:00:00,"114",1.1496,1.1529,1.1467,1.1487,-81.9999999999999,-101,6.99999999999923
"6600","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-03 23:00:00,"114",1.1534,1.1616,1.1496,1.1496,-8.99999999999901,-28.999999999999,33.0000000000008
"6601","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-05-02 23:00:00,"112",1.1449,1.1536,1.1431,1.1534,-38.0000000000003,-38.0000000000003,81.9999999999999
"6602","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-04-29 23:00:00,"112",1.1352,1.1459,1.1348,1.1451,82.9999999999997,-20,84.9999999999995
"6603","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-04-28 23:00:00,"112",1.1322,1.1368,1.1296,1.1352,99.0000000000002,-3.99999999999956,106.999999999999
"6604","ANZ Roy Morgan Weekly Consumer Confidence Index",2016-04-27 23:00:00,"112",1.1298,1.1362,1.1272,1.1322,29.9999999999989,-26.0000000000016,45.9999999999994
